,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,user_type_cat,tire_sizes,duration_trim,duration_time,ride_id
7414,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),116,Mississippi St at 17th St,4575,2,1988,Female,2,26,14 ,14,7414
7415,13 minutes,3,Powell St BART Station (Market St at 4th St),84,Duboce Park,4752,1,1987,Male,1,26,13 ,13,7415
7416,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4647,1,1989,Male,1,27,6 ,6,7416
7417,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),109,17th St at Valencia St,2519,1,1986,Male,1,27,18 ,18,7417
7418,15 minutes,3,Powell St BART Station (Market St at 4th St),24,Spear St at Folsom St,2784,1,1984,Female,1,26,15 ,15,7418
7419,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,4902,1,1988,Male,1,26,9 ,9,7419
7420,24 minutes,5,Powell St BART Station (Market St at 5th St),23,The Embarcadero at Steuart St,3562,3,1991,Female,3,27,24 ,24,7420
7421,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),96,Dolores St at 15th St,5246,2,1986,Male,2,26,15 ,15,7421
7422,4 minutes,16,Steuart St at Market St,8,The Embarcadero at Vallejo St,168,3,1987,Male,3,26,4 ,4,7422
7423,23 minutes,22,Howard St at Beale St,134,Valencia St at 24th St,5345,2,1974,Male,2,26,23 ,23,7423
7424,21 minutes,16,Steuart St at Market St,73,Pierce St at Haight St,5130,2,1988,Male,2,27,21 ,21,7424
7425,21 minutes,16,Steuart St at Market St,356,Valencia St at Clinton Park,5527,2,1985,Female,2,26,21 ,21,7425
7426,8 minutes,22,Howard St at Beale St,364,China Basin St at 3rd St,495,3,1988,Male,3,26,8 ,8,7426
7427,8 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,1148,2,1988,Male,2,26,8 ,8,7427
7428,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),321,5th St at Folsom,5552,3,1996,Male,3,27,4 ,4,7428
7429,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5113,2,1980,Male,2,26,7 ,7,7429
7430,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4921,2,1987,Male,2,26,8 ,8,7430
7431,15 minutes,5,Powell St BART Station (Market St at 5th St),365,Turk St at Fillmore St,2017,1,1992,Female,1,27,15 ,15,7431
7432,38 minutes,5,Powell St BART Station (Market St at 5th St),4,Cyril Magnin St at Ellis St,4382,3,1973,Male,3,26,38 ,38,7432
7433,2 minutes,30,San Francisco Caltrain (Townsend St at 4th St),66,3rd St at Townsend St,4644,2,1994,Male,2,26,2 ,2,7433
7434,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,4983,1,1988,Male,1,26,3 ,3,7434
7435,13 minutes,16,Steuart St at Market St,64,5th St at Brannan St,5447,3,1996,Male,3,26,13 ,13,7435
7436,13 minutes,5,Powell St BART Station (Market St at 5th St),123,Folsom St at 19th St,2464,2,1987,Male,2,27,13 ,13,7436
7437,13 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2559,2,1997,Male,2,27,13 ,13,7437
7438,11 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,81,1,1987,Female,1,26,11 ,11,7438
7439,13 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,2429,2,1997,Male,2,27,13 ,13,7439
7440,39 minutes,3,Powell St BART Station (Market St at 4th St),43,San Francisco Public Library (Grove St at Hyde St),4315,3,1995,Female,3,27,39 ,39,7440
7441,13 minutes,3,Powell St BART Station (Market St at 4th St),112,Harrison St at 17th St,397,3,1989,Male,3,26,13 ,13,7441
7442,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4951,1,1988,Male,1,26,12 ,12,7442
7443,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1967,2,1987,Male,2,26,5 ,5,7443
7444,10 minutes,5,Powell St BART Station (Market St at 5th St),88,11th St at Bryant St,4570,3,1983,Male,3,26,10 ,10,7444
7445,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5545,1,1988,Female,1,27,7 ,7,7445
7446,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),5,Powell St BART Station (Market St at 5th St),3377,3,1979,Male,3,27,6 ,6,7446
7447,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4983,1,1972,Male,1,26,9 ,9,7447
7448,13 minutes,22,Howard St at Beale St,90,Townsend St at 7th St,5469,3,1994,Male,3,26,13 ,13,7448
7449,11 minutes,22,Howard St at Beale St,104,4th St at 16th St,611,2,1982,Male,2,26,11 ,11,7449
7450,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,5518,3,1984,Male,3,27,13 ,13,7450
7451,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4438,3,1986,Male,3,27,7 ,7,7451
7452,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,4657,2,1984,Male,2,26,18 ,18,7452
7453,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),323,Broadway at Kearny,4795,3,1976,Other,3,27,7 ,7,7453
7454,12 minutes,81,Berry St at 4th St,4,Cyril Magnin St at Ellis St,5150,2,1982,Female,2,26,12 ,12,7454
7455,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4,Cyril Magnin St at Ellis St,5340,2,1984,Male,2,26,10 ,10,7455
7456,27 minutes,21,Montgomery St BART Station (Market St at 2nd St),377,Fell St at Stanyan St,4933,1,1994,Male,1,27,27 ,27,7456
7457,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,2061,3,1994,Male,3,26,11 ,11,7457
7458,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),5458,2,1990,Male,2,27,8 ,8,7458
7459,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5464,2,1973,Male,2,26,6 ,6,7459
7460,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,5488,2,1997,Male,2,26,3 ,3,7460
7461,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,1899,1,1962,Male,1,26,16 ,16,7461
7462,2 minutes,22,Howard St at Beale St,363,Salesforce Transit Center (Natoma St at 2nd St),2790,2,1980,Male,2,27,2 ,2,7462
7463,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),114,Rhode Island St at 17th St,5022,1,1994,Male,1,26,20 ,20,7463
7464,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),62,Victoria Manalo Draves Park,38,3,1990,Female,3,26,6 ,6,7464
7465,7 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3164,2,1986,Female,2,26,7 ,7,7465
7466,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5056,2,1991,Male,2,26,8 ,8,7466
7467,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),126,Esprit Park,4944,3,1986,Male,3,26,5 ,5,7467
7468,10 minutes,3,Powell St BART Station (Market St at 4th St),90,Townsend St at 7th St,560,2,1993,Male,2,26,10 ,10,7468
7469,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5288,2,1983,Male,2,26,11 ,11,7469
7470,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2884,2,1984,Male,2,26,3 ,3,7470
7471,9 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),5488,2,1990,Female,2,26,9 ,9,7471
7472,12 minutes,5,Powell St BART Station (Market St at 5th St),72,Page St at Scott St,4358,3,1985,Female,3,26,12 ,12,7472
7473,12 minutes,3,Powell St BART Station (Market St at 4th St),130,22nd St Caltrain Station,4974,1,1985,Male,1,26,12 ,12,7473
7474,5 minutes,5,Powell St BART Station (Market St at 5th St),43,San Francisco Public Library (Grove St at Hyde St),1907,3,1994,Female,3,27,5 ,5,7474
7475,15 minutes,16,Steuart St at Market St,114,Rhode Island St at 17th St,5575,2,1986,Male,2,26,15 ,15,7475
7476,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),131,22nd St at Dolores St,4954,3,1982,Male,3,27,17 ,17,7476
7477,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,4597,1,1989,Female,1,26,13 ,13,7477
7478,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5550,2,1987,Male,2,27,3 ,3,7478
7479,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),365,Turk St at Fillmore St,4996,2,1983,Male,2,27,15 ,15,7479
7480,17 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),55,Webster St at Grove St,4606,1,1992,Female,1,27,17 ,17,7480
7481,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4554,2,1988,Male,2,27,9 ,9,7481
7482,20 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,3084,1,1978,Male,1,26,20 ,20,7482
7483,13 minutes,5,Powell St BART Station (Market St at 5th St),134,Valencia St at 24th St,5159,3,1987,Male,3,26,13 ,13,7483
7484,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),88,11th St at Bryant St,4833,2,1994,Male,2,26,5 ,5,7484
7485,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5288,2,1975,Male,2,27,10 ,10,7485
7486,7 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,4749,3,1984,Male,3,27,7 ,7,7486
7487,10 minutes,22,Howard St at Beale St,61,Howard St at 8th St,4658,1,1987,Female,1,27,10 ,10,7487
7488,11 minutes,81,Berry St at 4th St,115,Jackson Playground,1615,1,1987,Male,1,27,11 ,11,7488
7489,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),112,Harrison St at 17th St,5505,2,1983,Female,2,26,10 ,10,7489
7490,10 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5402,1,1982,Female,1,27,10 ,10,7490
7491,15 minutes,5,Powell St BART Station (Market St at 5th St),50,2nd St at Townsend St,3498,3,1996,Female,3,26,15 ,15,7491
7492,10 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5041,2,1984,Male,2,27,10 ,10,7492
7493,19 minutes,22,Howard St at Beale St,109,17th St at Valencia St,4638,2,1990,Male,2,27,19 ,19,7493
7494,12 minutes,22,Howard St at Beale St,355,23rd St at Tennessee St,5418,3,1990,Female,3,27,12 ,12,7494
7495,4 minutes,3,Powell St BART Station (Market St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),4383,2,1995,Female,2,27,4 ,4,7495
7496,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),132,24th St at Chattanooga St,5484,2,1992,Male,2,26,19 ,19,7496
7497,12 minutes,5,Powell St BART Station (Market St at 5th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4575,2,1984,Male,2,27,12 ,12,7497
7498,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,3165,1,1975,Male,1,27,7 ,7,7498
7499,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),134,Valencia St at 24th St,1758,2,1986,Male,2,26,23 ,23,7499
7500,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4825,3,1967,Male,3,27,8 ,8,7500
7501,14 minutes,81,Berry St at 4th St,355,23rd St at Tennessee St,1064,2,1992,Male,2,27,14 ,14,7501
7502,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4382,1,1992,Male,1,27,7 ,7,7502
7503,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4833,1,1994,Male,1,26,10 ,10,7503
7504,11 minutes,5,Powell St BART Station (Market St at 5th St),52,McAllister St at Baker St,5404,3,1993,Male,3,26,11 ,11,7504
7505,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),47,4th St at Harrison St,5381,2,1979,Female,2,27,6 ,6,7505
7506,5 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,5408,3,1985,Male,3,27,5 ,5,7506
7507,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,5323,2,1987,Male,2,27,10 ,10,7507
7508,8 minutes,16,Steuart St at Market St,5,Powell St BART Station (Market St at 5th St),1907,1,1985,Male,1,27,8 ,8,7508
7509,2 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4554,2,1993,Male,2,27,2 ,2,7509
7510,14 minutes,16,Steuart St at Market St,104,4th St at 16th St,5366,3,1990,Female,3,26,14 ,14,7510
7511,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),91,Berry St at King St,4911,1,1982,Male,1,27,3 ,3,7511
7512,7 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5050,3,1988,Male,3,26,7 ,7,7512
7513,14 minutes,22,Howard St at Beale St,60,8th St at Ringold St,4651,2,1995,Female,2,26,14 ,14,7513
7514,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2831,2,1969,Female,2,27,9 ,9,7514
7515,18 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,5113,2,1983,Male,2,27,18 ,18,7515
7516,23 minutes,81,Berry St at 4th St,72,Page St at Scott St,4826,2,1987,Female,2,26,23 ,23,7516
7517,122 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),5463,2,1994,Female,2,27,122 ,122,7517
7518,4 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2185,1,1989,Female,1,27,4 ,4,7518
7519,22 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),358,Williams Ave at 3rd St,5264,2,1992,Male,2,26,22 ,22,7519
7520,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),2784,2,1991,Female,2,27,7 ,7,7520
7521,122 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),5057,2,1995,Male,2,27,122 ,122,7521
7522,9 minutes,16,Steuart St at Market St,368,Myrtle St at Polk St,5332,2,1987,Male,2,26,9 ,9,7522
7523,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,3299,2,1978,Male,2,27,6 ,6,7523
7524,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5469,2,1988,Female,2,26,13 ,13,7524
7525,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),92,Mission Bay Kids Park,4977,2,1988,Male,2,26,2 ,2,7525
7526,9 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4941,1,1981,Male,1,27,9 ,9,7526
7527,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1072,1,1995,Male,1,27,7 ,7,7527
7528,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4954,3,1988,Male,3,26,7 ,7,7528
7529,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),107,17th St at Dolores St,4397,1,1986,Male,1,27,15 ,15,7529
7530,12 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5505,3,1973,Female,3,26,12 ,12,7530
7531,12 minutes,81,Berry St at 4th St,136,23rd St at San Bruno Ave,5377,2,1993,Male,2,26,12 ,12,7531
7532,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),86,Market St at Dolores St,5572,2,1996,Female,2,26,14 ,14,7532
7533,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,3621,1,1968,Male,1,27,12 ,12,7533
7534,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4939,3,1981,Male,3,26,10 ,10,7534
7535,20 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,4948,1,1993,Female,1,26,20 ,20,7535
7536,21 minutes,5,Powell St BART Station (Market St at 5th St),137,Jersey St at Castro St,5487,3,1989,Male,3,27,21 ,21,7536
7537,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4944,1,1994,Male,1,26,5 ,5,7537
7538,10 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3328,2,1985,Male,2,26,10 ,10,7538
7539,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,5021,1,1992,Female,1,27,16 ,16,7539
7540,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,4711,3,1986,Male,3,27,4 ,4,7540
7541,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5041,3,1989,Male,3,26,7 ,7,7541
7542,7 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,4728,2,1960,Male,2,26,7 ,7,7542
7543,15 minutes,3,Powell St BART Station (Market St at 4th St),87,Folsom St at 13th St,2008,2,1992,Male,2,27,15 ,15,7543
7544,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),100,Bryant St at 15th St,5148,2,1982,Male,2,26,13 ,13,7544
7545,6 minutes,3,Powell St BART Station (Market St at 4th St),24,Spear St at Folsom St,4616,2,1965,Male,2,26,6 ,6,7545
7546,14 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5527,2,1974,Male,2,27,14 ,14,7546
7547,9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,593,3,1986,Male,3,26,9 ,9,7547
7548,15 minutes,22,Howard St at Beale St,350,8th St at Brannan St,2779,1,1972,Male,1,26,15 ,15,7548
7549,12 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4846,2,1981,Male,2,27,12 ,12,7549
7550,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),105,16th St at Prosper St,5405,2,1971,Male,2,27,24 ,24,7550
7551,7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,2711,2,1993,Male,2,26,7 ,7,7551
7552,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3299,1,1967,Male,1,26,8 ,8,7552
7553,13 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5050,2,1974,Female,2,26,13 ,13,7553
7554,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,283,1,1983,Male,1,26,14 ,14,7554
7555,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,413,1,1982,Male,1,26,7 ,7,7555
7556,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5300,3,1995,Male,3,27,11 ,11,7556
7557,12 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5523,2,1977,Male,2,26,12 ,12,7557
7558,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,1308,2,1988,Male,2,26,4 ,4,7558
7559,14 minutes,16,Steuart St at Market St,81,Berry St at 4th St,1459,3,1963,Male,3,27,14 ,14,7559
7560,12 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,5245,3,1992,Female,3,26,12 ,12,7560
7561,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,1639,2,1983,Male,2,27,8 ,8,7561
7562,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4586,3,1995,Male,3,27,4 ,4,7562
7563,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4382,1,1986,Male,1,26,11 ,11,7563
7564,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3253,2,1986,Female,2,26,23 ,23,7564
7565,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5159,2,1990,Male,2,27,11 ,11,7565
7566,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4911,1,1970,Male,1,27,11 ,11,7566
7567,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2222,2,1986,Female,2,26,22 ,22,7567
7568,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2639,3,1986,Female,3,26,22 ,22,7568
7569,3 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,220,2,1988,Male,2,26,3 ,3,7569
7570,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5366,2,1991,Male,2,26,8 ,8,7570
7571,14 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),708,3,1972,Male,3,26,14 ,14,7571
7572,23 minutes,16,Steuart St at Market St,122,19th St at Mission St,2063,3,1993,Male,3,26,23 ,23,7572
